song_id,artist_individ,artist_name,track_name,artist_count,collab_artist,relationship,artist_x,artist_y,circle_y,streams
121,Tate McRae,Tate McRae,you broke me first,1,Tate McRae,Tate McRae-Tate McRae,12,379,379,1180094974
91,Taylor Swift,Taylor Swift,Blank Space,1,Taylor Swift,Taylor Swift-Taylor Swift,-191,-249,-249,1355959075
136,Taylor Swift,Taylor Swift,Shake It Off,1,Taylor Swift,Taylor Swift-Taylor Swift,-191,-249,-249,1113838873
117,Tears For Fears,Tears For Fears,Everybody Wants To Rule The World,1,Tears For Fears,Tears For Fears-Tears For Fears,975,150,150,1205951614
9,The Chainsmokers,"The Chainsmokers, Halsey",Closer,2,The Chainsmokers,The Chainsmokers-The Chainsmokers,245,351,351,2591224264
9,The Chainsmokers,"The Chainsmokers, Halsey",Closer,2,Halsey,Halsey-The Chainsmokers,245,351,351,2591224264
23,The Chainsmokers,"The Chainsmokers, Coldplay",Something Just Like This,2,The Chainsmokers,The Chainsmokers-The Chainsmokers,245,351,351,2204080728
23,The Chainsmokers,"The Chainsmokers, Coldplay",Something Just Like This,2,Coldplay,Coldplay-The Chainsmokers,245,351,351,2204080728
99,The Goo Goo Dolls,The Goo Goo Dolls,Iris,1,The Goo Goo Dolls,The Goo Goo Dolls-The Goo Goo Dolls,-70,947,947,1284942608
7,The Kid Laroi,"Justin Bieber, The Kid Laroi",STAY (with Justin Bieber),2,Justin Bieber,Justin Bieber-The Kid Laroi,-971,576,576,2665343922
7,The Kid Laroi,"Justin Bieber, The Kid Laroi",STAY (with Justin Bieber),2,The Kid Laroi,The Kid Laroi-The Kid Laroi,-971,576,576,2665343922
43,The Killers,The Killers,Mr. Brightside,1,The Killers,The Killers-The Killers,603,671,671,1806617704
20,The Neighbourhood,The Neighbourhood,Sweater Weather,1,The Neighbourhood,The Neighbourhood-The Neighbourhood,27,863,863,2282771485
132,The Neighbourhood,The Neighbourhood,Daddy Issues,1,The Neighbourhood,The Neighbourhood-The Neighbourhood,27,863,863,1127468248
65,The Police,The Police,Every Breath You Take - Remastered 2003,1,The Police,The Police-The Police,-605,348,348,1593270737
1,The Weeknd,The Weeknd,Blinding Lights,1,The Weeknd,The Weeknd-The Weeknd,-686,-393,-393,3703895074
10,The Weeknd,"The Weeknd, Daft Punk",Starboy,2,The Weeknd,The Weeknd-The Weeknd,-686,-393,-393,2565529693
10,The Weeknd,"The Weeknd, Daft Punk",Starboy,2,Daft Punk,Daft Punk-The Weeknd,-686,-393,-393,2565529693
34,The Weeknd,The Weeknd,The Hills,1,The Weeknd,The Weeknd-The Weeknd,-686,-393,-393,1947371785
58,The Weeknd,The Weeknd,Die For You,1,The Weeknd,The Weeknd-The Weeknd,-686,-393,-393,1647990401
67,The Weeknd,The Weeknd,Save Your Tears,1,The Weeknd,The Weeknd-The Weeknd,-686,-393,-393,1591223784
77,The Weeknd,The Weeknd,Call Out My Name,1,The Weeknd,The Weeknd-The Weeknd,-686,-393,-393,1449799467
113,The Weeknd,"Ariana Grande, The Weeknd",Save Your Tears (with Ariana Grande) (Remix),2,Ariana Grande,Ariana Grande-The Weeknd,-686,-393,-393,1221813483
113,The Weeknd,"Ariana Grande, The Weeknd",Save Your Tears (with Ariana Grande) (Remix),2,The Weeknd,The Weeknd-The Weeknd,-686,-393,-393,1221813483
143,Tiësto,Tiësto,The Business,1,Tiësto,Tiësto-Tiësto,-286,-957,-957,1062345656
42,Tom Odell,Tom Odell,Another Love,1,Tom Odell,Tom Odell-Tom Odell,44,358,358,1813673666
4,Tones and I,Tones and I,Dance Monkey,1,Tones and I,Tones and I-Tones and I,-782,513,513,2864791672
147,Tyler The Creator,"Tyler The Creator, Kali Uchis",See You Again,3,Tyler The Creator,Tyler The Creator-Tyler The Creator,312,-36,-36,1047101291
147,Tyler The Creator,"Tyler The Creator, Kali Uchis",See You Again,3,Kali Uchis,Kali Uchis-Tyler The Creator,312,-36,-36,1047101291
31,Vance Joy,Vance Joy,Riptide,1,Vance Joy,Vance Joy-Vance Joy,338,-9,-9,2009094673
126,Wham!,Wham!,Last Christmas,1,Wham!,Wham!-Wham!,557,108,108,1159176109
72,Wiz Khalifa,"Maroon 5, Wiz Khalifa",Payphone,2,Maroon 5,Maroon 5-Wiz Khalifa,-19,220,220,1479264469
72,Wiz Khalifa,"Maroon 5, Wiz Khalifa",Payphone,2,Wiz Khalifa,Wiz Khalifa-Wiz Khalifa,-19,220,220,1479264469
6,WizKid,"Drake, WizKid, Kyla",One Dance,3,Drake,Drake-WizKid,-184,945,945,2713922350
6,WizKid,"Drake, WizKid, Kyla",One Dance,3,WizKid,WizKid-WizKid,-184,945,945,2713922350
6,WizKid,"Drake, WizKid, Kyla",One Dance,3,Kyla,Kyla-WizKid,-184,945,945,2713922350
119,XXXTENTACION,XXXTENTACION,Hope,1,XXXTENTACION,XXXTENTACION-XXXTENTACION,-536,-537,-537,1200808494
151,XXXTENTACION,XXXTENTACION,Revenge,1,XXXTENTACION,XXXTENTACION-XXXTENTACION,-536,-537,-537,1022258230
120,Zakaria,"GODZZ__-, Zakaria",Contection,2,GODZZ__-,GODZZ__--Zakaria,212,-715,-715,1180896317
120,Zakaria,"GODZZ__-, Zakaria",Contection,2,Zakaria,Zakaria-Zakaria,212,-715,-715,1180896317
73,a-ha,a-ha,Take On Me,1,a-ha,a-ha-a-ha,-994,784,784,1479115056
